BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,SiteEUIWN(kBtu/sf),buildingage,UsageCount,ParkingRatio,FloorDensity,DistanceToDowntown_km
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.56774,-122.33289,1.0,1,36000,0,"Office, Other",Other,Office,1400.0,Unknown,12311.108329416667,108.0,75,2,0.0,2.777777777777778e-05,4.276967276184062
NonResidential,K-12 School,98133.0,5,NORTHWEST,47.71387,-122.3535,1.0,2,23222,0,K-12 School,K-12 School,Unknown,31733.045428599267,Unknown,12311.108329416667,88.80000305,87,1,0.0,8.612522607871846e-05,12.079156489173213
NonResidential,Mixed Use Property,98122.0,3,EAST,47.61426,-122.3253,1.0,2,24476,0,"Fitness Center/Health Club/Gym, Office, Other, Other - Utility, Restaurant, Retail Store",Fitness Center/Health Club/Gym,Office,5872.0,Retail Store,5375.0,117.1999969,101,6,0.0,8.171269815329302e-05,1.0310591329655476
NonResidential,Retail Store,98122.0,3,EAST,47.61386,-122.32481,0.0,2,24750,0,"Medical Office, Office, Retail Store",Retail Store,Office,2050.0,Medical Office,1250.0,40.20000076,115,3,0.0,8.080808080808081e-05,1.01199657675879
NonResidential,K-12 School,98122.0,3,EAST,47.61339,-122.32594,1.0,3,60000,0,K-12 School,K-12 School,Unknown,31733.045428599267,Unknown,12311.108329416667,80.5,121,1,0.0,5e-05,0.9232720786864447
NonResidential,Other,98122.0,3,EAST,47.61449,-122.32592,1.0,2,46560,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,Unknown,31733.045428599267,Unknown,12311.108329416667,15.80000019,71,1,0.0,4.29553264604811e-05,1.0316749826357337
NonResidential,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63303,-122.34268,1.0,3,30408,0,"Bank Branch, Parking",Bank Branch,Parking,5408.0,Unknown,12311.108329416667,58.79999924,45,2,0.0,9.865824782951855e-05,3.086948988615924
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63439,-122.34078,1.0,3,30109,0,"Office, Parking",Office,Parking,7200.0,Unknown,12311.108329416667,56.0,105,2,0.0,9.963798199873792e-05,3.201383782635295
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63985,-122.36712,1.0,2,25481,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,41.29999924,65,1,0.0,7.848985518621718e-05,4.570444114997722
NonResidential,Senior Care Community,98118.0,2,SOUTHEAST,47.53515,-122.26556,1.0,1,141297,0,Senior Care Community,Senior Care Community,Unknown,31733.045428599267,Unknown,12311.108329416667,144.1999969,58,1,0.0,7.077291096060072e-06,9.345338404922382
NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,47.62298,-122.33082,1.0,2,27788,0,"Office, Other - Restaurant/Bar",Office,Other - Restaurant/Bar,4874.0,Unknown,12311.108329416667,56.79999924,113,2,0.0,7.197351374694113e-05,1.8683161320114796
NonResidential,Hotel,98133.0,5,NORTHWEST,47.729,-122.34473,1.0,4,41704,8584,Hotel,Hotel,Unknown,31733.045428599267,Unknown,12311.108329416667,47.29999924,35,1,0.20583157490888165,9.59140610013428e-05,13.68745059552372
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.56683,-122.33358,1.0,2,22324,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,34.40000153,84,1,0.0,8.958967926894822e-05,4.379151204508616
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.5661,-122.33358,1.0,2,31360,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,Unknown,31733.045428599267,Unknown,12311.108329416667,58.90000153,79,1,0.0,6.377551020408164e-05,4.46029791554863
NonResidential,Mixed Use Property,98134.0,2,GREATER DUWAMISH,47.56555,-122.33362,1.0,1,30496,0,"Manufacturing/Industrial Plant, Office, Retail Store",Retail Store,Manufacturing/Industrial Plant,10272.0,Office,8012.0,68.0,78,3,0.0,3.279118572927597e-05,4.521511097521046
NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61545,-122.3238,1.0,3,27600,0,"Office, Retail Store",Office,Retail Store,9175.0,Unknown,12311.108329416667,49.40000153,103,2,0.0,0.00010869565217391305,1.2021025236396201
NonResidential,Senior Care Community,98103.0,6,Northwest,47.66312,-122.35311,1.0,2,55974,0,Senior Care Community,Senior Care Community,Unknown,31733.045428599267,Unknown,12311.108329416667,114.5,64,1,0.0,3.5730875049129956e-05,6.522060612398878
NonResidential,Senior Care Community,98125.0,5,NORTH,47.70883,-122.28887,1.0,1,22583,0,Senior Care Community,Senior Care Community,Unknown,31733.045428599267,Unknown,12311.108329416667,94.0,71,1,0.0,4.428109639994686e-05,11.86235462542344
NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,47.66117,-122.3391,0.0,3,31686,7358,"Food Service, Library, Office, Parking",Office,Parking,6750.0,Food Service,3743.0,72.80000305,28,4,0.23221612068421385,9.46790380609733e-05,6.134848631415825
NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,47.6483,-122.33438,1.0,3,26694,6034,"Office, Parking",Office,Parking,4720.0,Unknown,12311.108329416667,29.5,44,2,0.22604330561174796,0.00011238480557428635,4.684423540131636
NonResidential,Warehouse,98133.0,5,NORTHWEST,47.70833,-122.34429,1.0,1,29400,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,9.100000381,53,1,0.0,3.401360544217687e-05,11.39297876346257
NonResidential,Hotel,98108.0,2,GREATER DUWAMISH,47.54774,-122.32091,1.0,3,22452,0,Hotel,Hotel,Unknown,31733.045428599267,Unknown,12311.108329416667,56.5,33,1,0.0,0.00013361838588989844,6.554424941408263
NonResidential,Other,98105.0,4,NORTHEAST,47.66148,-122.31279,1.0,2,25767,0,Bank Branch,Bank Branch,Unknown,31733.045428599267,Unknown,12311.108329416667,92.90000153,113,1,0.0,7.761865952574999e-05,6.314853493018778
NonResidential,Retail Store,98105.0,4,NORTHEAST,47.66188,-122.31279,1.0,4,33910,0,"Office, Retail Store",Retail Store,Office,14462.0,Unknown,12311.108329416667,65.59999847,72,2,0.0,0.00011795930404010616,6.3581550950897405
NonResidential,Worship Facility,98105.0,4,NORTHEAST,47.6645,-122.31224,1.0,2,78401,0,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",Worship Facility,Office,9940.0,K-12 School,4960.0,36.29999924,98,4,0.0,2.550987870052678e-05,6.6512635302968794
NonResidential,Warehouse,98103.0,4,LAKE UNION,47.64748,-122.33435,1.0,2,78716,0,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Non-Refrigerated Warehouse,Office,29399.0,Retail Store,6278.0,54.79999924,46,4,0.0,2.540779511154022e-05,4.593222546471695
NonResidential,K-12 School,98103.0,4,LAKE UNION,47.66389,-122.33692,1.0,2,33300,0,K-12 School,K-12 School,Unknown,31733.045428599267,Unknown,12311.108329416667,61.90000153,115,1,0.0,6.006006006006006e-05,6.424993870536498
NonResidential,Supermarket / Grocery Store,98103.0,4,LAKE UNION,47.66185,-122.33594,1.0,1,28808,0,Supermarket/Grocery Store,Supermarket/Grocery Store,Unknown,31733.045428599267,Unknown,12311.108329416667,303.2000122,68,1,0.0,3.471257983893363e-05,6.194683596092204
NonResidential,Small- and Mid-Sized Office,98105.0,4,NORTHEAST,47.66345,-122.3134,1.0,1,27966,7004,"Office, Parking",Office,Parking,7004.0,Unknown,12311.108329416667,56.40000153,68,2,0.25044697132231997,3.57577057855968e-05,6.518289019624655
NonResidential,Supermarket / Grocery Store,98105.0,4,NORTHEAST,47.66429,-122.31389,1.0,1,26226,0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,0.0,Unknown,12311.108329416667,301.8999939,75,2,0.0,3.813009990086174e-05,6.601851612040167
NonResidential,Mixed Use Property,98105.0,4,NORTHEAST,47.6616,-122.31393,1.0,2,34948,15755,"Bank Branch, Parking",Bank Branch,Parking,19183.0,Unknown,12311.108329416667,63.79999924,49,2,0.4508126359162184,5.722788142382969e-05,6.308858301699989
NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE UNION,47.6342,-122.32661,1.0,3,37639,9999,"Laboratory, Office",Office,Laboratory,7557.0,Unknown,12311.108329416667,221.3999939,27,2,0.265655304338585,7.970456175775127e-05,3.1405306369801735
NonResidential,Other,98104.0,7,DOWNTOWN,47.60135,-122.33327,1.0,1,21420,0,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",Museum,Bar/Nightclub,5000.0,Supermarket/Grocery Store,2000.0,41.79999924,125,5,0.0,4.668534080298786e-05,0.5463827995547127
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.6011,-122.33197,1.0,1,20880,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,32.70000076,125,1,0.0,4.789272030651341e-05,0.5671778765457212
NonResidential,Mixed Use Property,98104.0,7,DOWNTOWN,47.59938,-122.33197,1.0,3,26000,0,"Office, Other - Entertainment/Public Assembly",Office,Other - Entertainment/Public Assembly,13000.0,Unknown,12311.108329416667,40.90000153,59,2,0.0,0.00011538461538461538,0.7584120326056468
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59954,-122.33201,1.0,3,38675,0,"Office, Restaurant",Office,Restaurant,4281.0,Unknown,12311.108329416667,119.4000015,125,2,0.0,7.756948933419522e-05,0.7405889524890215
Nonresidential COS,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59986,-122.33195,1.0,4,49951,0,"Office, Other",Office,Other,24035.0,Unknown,12311.108329416667,101.4000015,96,2,0.0,8.007847690736923e-05,0.7050655322935598
NonResidential,Medical Office,98118.0,2,SOUTHEAST,47.5195,-122.26935,1.0,2,25880,0,Medical Office,Medical Office,Unknown,31733.045428599267,Unknown,12311.108329416667,75.59999847,15,1,0.0,7.727975270479135e-05,10.728885288880925
NonResidential,Worship Facility,98105.0,4,NORTHEAST,47.66517,-122.31037,1.0,3,41013,0,"Office, Worship Facility",Worship Facility,Office,2310.0,Unknown,12311.108329416667,34.59999847,98,2,0.0,7.31475385853266e-05,6.756284966769726
NonResidential,Other,98105.0,4,NORTHEAST,47.66453,-122.30999,1.0,2,21075,0,"Office, Social/Meeting Hall",Social/Meeting Hall,Office,3000.0,Unknown,12311.108329416667,81.40000153,21,2,0.0,9.489916963226571e-05,6.6942314220824874
NonResidential,Worship Facility,98133.0,4,NORTHEAST,47.67842,-122.31949,1.0,3,46485,0,Worship Facility,Worship Facility,Unknown,31733.045428599267,Unknown,12311.108329416667,26.39999962,75,1,0.0,6.453694740238787e-05,8.085875819782007
NonResidential,Small- and Mid-Sized Office,98115.0,6,NORTHWEST,47.67819,-122.3231,1.0,4,56896,0,"Office, Parking",Office,Parking,16128.0,Unknown,12311.108329416667,37.0,60,2,0.0,7.030371203599551e-05,8.0332698035268
NonResidential,Worship Facility,98115.0,6,NORTHWEST,47.67783,-122.32577,1.0,2,27500,0,Worship Facility,Worship Facility,Unknown,31733.045428599267,Unknown,12311.108329416667,23.79999924,47,1,0.0,7.272727272727273e-05,7.978998279141969
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.59856,-122.33248,1.0,2,36630,0,"Distribution Center, Office",Office,Distribution Center,11000.0,Unknown,12311.108329416667,16.39999962,95,2,0.0,5.46000546000546e-05,0.8500068530975254
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59954,-122.33115,0.0,3,26830,0,"Office, Other",Office,Other,10000.0,Unknown,12311.108329416667,79.69999695,125,2,0.0,0.00011181513231457324,0.7439755563918182
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59971,-122.33065,1.0,5,41920,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,26.29999924,119,1,0.0,0.00011927480916030534,0.729797679110529
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60048,-122.33157,1.0,5,36879,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,37.79999924,120,1,0.0,0.0001355785135171778,0.6372750368925976
NonResidential,Other,98104.0,7,DOWNTOWN,47.60055,-122.33057,1.0,6,29820,0,Other - Lodging/Residential,Other - Lodging/Residential,Unknown,31733.045428599267,Unknown,12311.108329416667,54.5,121,1,0.0,0.00020120724346076458,0.6386377955877072
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60026,-122.3299,0.0,2,33640,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,41.90000153,120,1,0.0,5.945303210463734e-05,0.680781777295222
NonResidential,Warehouse,98104.0,7,DOWNTOWN,47.59986,-122.32987,1.0,4,43484,0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,Retail Store,9531.0,Office,7537.0,36.0,119,3,0.0,9.198785760279643e-05,0.7245306017745076
NonResidential,Mixed Use Property,98104.0,2,DOWNTOWN,47.599,-122.32717,1.0,3,22480,0,"Office, Other, Retail Store",Office,Other,10800.0,Retail Store,7200.0,34.09999847,125,3,0.0,0.00013345195729537367,0.8818111287790366
NonResidential,Hotel,98104.0,2,DOWNTOWN,47.5985,-122.32677,1.0,4,33018,0,"Hotel, Retail Store",Hotel,Retail Store,6165.0,Unknown,12311.108329416667,175.5,100,2,0.0,0.00012114604155309225,0.9448684029796685
NonResidential,Small- and Mid-Sized Office,98134.0,2,DOWNTOWN,47.5962,-122.32548,1.0,2,26510,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,33.0,55,1,0.0,7.544322897019993e-05,1.2177003401450053
NonResidential,Warehouse,98105.0,4,LAKE UNION,47.65429,-122.32618,1.0,1,40028,0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,Retail Store,10208.0,Office,6200.0,19.0,87,3,0.0,2.4982512241431e-05,5.365733853666576
NonResidential,Small- and Mid-Sized Office,98105.0,4,LAKE UNION,47.65373,-122.32721,1.0,3,44510,18228,"Office, Parking",Office,Parking,18228.0,Unknown,12311.108329416667,85.59999847,18,2,0.40952594922489327,6.740058413839587e-05,5.297782929190625
NonResidential,Worship Facility,98125.0,5,NORTH,47.71705,-122.28577,1.0,1,21624,0,Worship Facility,Worship Facility,Unknown,31733.045428599267,Unknown,12311.108329416667,33.79999924,71,1,0.0,4.624491305956345e-05,12.804995801735055
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.59819,-122.32599,0.0,3,21600,0,"Office, Restaurant",Office,Restaurant,10000.0,Unknown,12311.108329416667,70.09999847,32,2,0.0,0.0001388888888888889,1.0015754449037986
NonResidential,Mixed Use Property,98104.0,2,DOWNTOWN,47.59769,-122.32537,1.0,3,20620,0,"Multifamily Housing, Retail Store, Social/Meeting Hall",Multifamily Housing,Retail Store,5280.0,Social/Meeting Hall,5280.0,38.40000153,116,3,0.0,0.0001454898157129001,1.0723971729143946
NonResidential,Hotel,98104.0,2,DOWNTOWN,47.59983,-122.32598,1.0,5,40552,0,Hotel,Hotel,Unknown,31733.045428599267,Unknown,12311.108329416667,34.0,115,1,0.0,0.00012329848096271454,0.8439456325896778
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.60105,-122.32542,1.0,3,31432,0,"Multifamily Housing, Office, Other",Office,Other,7125.0,Multifamily Housing,1248.0,45.79999924,116,3,0.0,9.544413336726903e-05,0.7607615809376793
NonResidential,Retail Store,98104.0,2,DOWNTOWN,47.59935,-122.32468,1.0,2,24550,0,"Office, Retail Store",Retail Store,Office,11050.0,Unknown,12311.108329416667,42.0,108,2,0.0,8.146639511201629e-05,0.943212841419233
NonResidential,Other,98122.0,3,CENTRAL,47.60285,-122.31458,1.0,3,25864,0,"Office, Social/Meeting Hall",Social/Meeting Hall,Office,8420.0,Unknown,12311.108329416667,47.20000076,117,2,0.0,0.00011599133931333127,1.3653166048423493
NonResidential,Other,98105.0,4,NORTHEAST,47.66192,-122.30998,1.0,3,20686,0,Other - Lodging/Residential,Other - Lodging/Residential,Unknown,31733.045428599267,Unknown,12311.108329416667,63.90000153,101,1,0.0,0.00014502562119307743,6.413646698408536
NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.6617,-122.31007,1.0,3,22124,0,Residence Hall/Dormitory,Residence Hall/Dormitory,Unknown,31733.045428599267,Unknown,12311.108329416667,29.5,96,1,0.0,0.0001355993491231242,6.38827294295085
NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.66289,-122.30863,1.0,3,27487,0,Residence Hall/Dormitory,Residence Hall/Dormitory,Unknown,31733.045428599267,Unknown,12311.108329416667,63.79999924,99,1,0.0,0.00010914250372903554,6.544351555293277
NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.66164,-122.30874,1.0,4,23616,0,Residence Hall/Dormitory,Residence Hall/Dormitory,Unknown,31733.045428599267,Unknown,12311.108329416667,75.0,99,1,0.0,0.00016937669376693767,6.408328657972285
NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.66238,-122.30801,1.0,3,33448,0,Residence Hall/Dormitory,Residence Hall/Dormitory,Unknown,31733.045428599267,Unknown,12311.108329416667,32.09999847,49,1,0.0,8.96914613728773e-05,6.502490849793398
Nonresidential COS,Mixed Use Property,98122.0,2,EAST,47.60153,-122.31986,0.0,2,29508,7120,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Parking, Pre-school/Daycare",Other - Recreation,Fitness Center/Health Club/Gym,8183.0,Parking,6569.0,112.1999969,20,6,0.2412904974922055,6.777822963264199e-05,1.0544097089658195
NonResidential,Senior Care Community,98122.0,3,CENTRAL,47.60133,-122.31088,1.0,2,74840,0,Senior Care Community,Senior Care Community,Unknown,31733.045428599267,Unknown,12311.108329416667,113.4000015,38,1,0.0,2.672367717797969e-05,1.6805752363693167
Nonresidential COS,Other,98144.0,3,CENTRAL,47.60133,-122.31088,1.0,3,20992,0,"Other - Education, Performing Arts, Social/Meeting Hall",Performing Arts,Social/Meeting Hall,4625.0,Other - Education,1665.0,93.19999695,112,3,0.0,0.00014291158536585365,1.6805752363693167
NonResidential,K-12 School,98122.0,3,CENTRAL,47.6032,-122.30596,1.0,2,22344,0,K-12 School,K-12 School,Unknown,31733.045428599267,Unknown,12311.108329416667,74.5,100,1,0.0,8.950948800572861e-05,1.987963079813501
NonResidential,University,98121.0,3,EAST,47.62531,-122.32303,1.0,3,31900,0,College/University,College/University,Unknown,31733.045428599267,Unknown,12311.108329416667,105.3000031,104,1,0.0,9.404388714733542e-05,2.2310426765979914
Nonresidential COS,Other,98117.0,6,BALLARD,47.68475,-122.38257,1.0,2,29417,0,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,Fitness Center/Health Club/Gym,8946.0,Pre-school/Daycare,1445.0,61.09999847,75,4,0.0,6.798789815412857e-05,9.517576592955251
NonResidential,Mixed Use Property,98104.0,2,DOWNTOWN,47.59737,-122.32487,1.0,3,49299,0,"Multifamily Housing, Office, Restaurant",Office,Multifamily Housing,23632.0,Restaurant,5320.0,90.90000153,116,3,0.0,6.085316132173066e-05,1.1215534714553814
NonResidential,Supermarket / Grocery Store,98116.0,1,SOUTHWEST,47.58217,-122.38479,1.0,1,31841,0,"Office, Supermarket/Grocery Store",Supermarket/Grocery Store,Office,942.0,Unknown,12311.108329416667,426.6000061,28,2,0.0,3.140604880499984e-05,4.769770765255236
NonResidential,Mixed Use Property,98122.0,3,EAST,47.627,-122.29153,1.0,2,21036,0,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",Parking,Fitness Center/Health Club/Gym,8164.0,Office,7280.0,134.6000061,37,5,0.0,9.507510933637573e-05,3.820545536369904
NonResidential,Mixed Use Property,98105.0,4,NORTHEAST,47.66272,-122.31798,1.0,2,32928,0,"Office, Other, Parking, Retail Store",Parking,Retail Store,16710.0,Office,16128.0,172.1000061,26,4,0.0,6.073858114674441e-05,6.373170222076742
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.54761,-122.32759,1.0,1,44476,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,37.09999847,65,1,0.0,2.2484036334202716e-05,6.523688529856199
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,47.54494,-122.32543,1.0,1,35017,0,"Non-Refrigerated Warehouse, Office, Parking",Office,Non-Refrigerated Warehouse,10234.0,Parking,0.0,46.40000153,56,3,0.0,2.8557557757660565e-05,6.830152203483629
NonResidential,Residence Hall,98177.0,4,NORTHEAST,47.66281,-122.30819,1.0,3,29084,0,Residence Hall/Dormitory,Residence Hall/Dormitory,Unknown,31733.045428599267,Unknown,12311.108329416667,67.0,75,1,0.0,0.00010314949800577637,6.544732012983534
NonResidential,Worship Facility,98144.0,3,SOUTHEAST,47.58671,-122.30201,1.0,2,22952,0,"Parking, Worship Facility",Worship Facility,Parking,0.0,Unknown,12311.108329416667,23.70000076,62,2,0.0,8.71383757406762e-05,3.128492884437674
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.54443,-122.32688,1.0,1,21040,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,31.20000076,49,1,0.0,4.752851711026616e-05,6.879663440937751
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.54491,-122.32758,1.0,2,28032,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,51.29999924,74,1,0.0,7.134703196347032e-05,6.823566297531855
NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,47.54333,-122.32792,1.0,1,25620,0,Distribution Center,Distribution Center,Unknown,31733.045428599267,Unknown,12311.108329416667,25.5,51,1,0.0,3.9032006245121e-05,6.997853718182102
NonResidential,Warehouse,98144.0,2,DOWNTOWN,47.59775,-122.32219,1.0,3,33238,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,49.09999847,33,1,0.0,9.025813827546783e-05,1.1978782887055774
NonResidential,K-12 School,98104.0,3,EAST,47.60745,-122.32542,1.0,4,27800,0,K-12 School,K-12 School,Unknown,31733.045428599267,Unknown,12311.108329416667,115.0,113,1,0.0,0.00014388489208633093,0.5197251933663801
NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60331,-122.33389,1.0,6,706176,0,"Bank Branch, Office, Parking",Office,Parking,78049.0,Bank Branch,5171.0,59.09999847,25,3,0.0,8.496465470364328e-06,0.34824943182471685
NonResidential,Supermarket / Grocery Store,98136.0,1,SOUTHWEST,47.54427,-122.38609,1.0,1,33706,0,Supermarket/Grocery Store,Supermarket/Grocery Store,Unknown,31733.045428599267,Unknown,12311.108329416667,283.2999878,27,1,0.0,2.966830831305999e-05,7.988986539495507
NonResidential,Mixed Use Property,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65532,-122.37133,1.0,2,37600,0,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,Other,16200.0,Office,3000.0,65.90000153,64,3,0.0,5.319148936170213e-05,6.202750027162122
NonResidential,Other,98122.0,3,EAST,47.61314,-122.32262,1.0,3,33708,0,Other,Other,Unknown,31733.045428599267,Unknown,12311.108329416667,24.79999924,113,1,0.0,8.8999644001424e-05,1.0490762627716896
NonResidential,Other,98155.0,5,North,47.73368,-122.31366,1.0,2,47237,0,Other,Other,Unknown,31733.045428599267,Unknown,12311.108329416667,125.8000031,77,1,0.0,4.23396913436501e-05,14.242218698290513
NonResidential,Supermarket / Grocery Store,98115.0,4,NORTHEAST,47.68217,-122.31675,1.0,1,76585,38585,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,0.0,Unknown,12311.108329416667,346.7000122,28,2,0.5038192857609193,1.3057387216817914e-05,8.525390945067395
NonResidential,Worship Facility,98105.0,4,NORTHEAST,47.66295,-122.31494,1.0,3,26373,0,Worship Facility,Worship Facility,Unknown,31733.045428599267,Unknown,12311.108329416667,44.5,87,1,0.0,0.00011375270162666363,6.439976076197337
NonResidential,Small- and Mid-Sized Office,98122.0,3,CENTRAL,47.60207,-122.28481,6.0,2,75868,0,"Non-Refrigerated Warehouse, Office, Restaurant, Retail Store",Office,Restaurant,12622.0,Retail Store,6662.0,47.5,69,4,0.0,2.6361575367743976e-05,3.5750947787871694
NonResidential,Mixed Use Property,98112.0,3,EAST,47.62164,-122.31238,1.0,2,21656,0,"Office, Other - Entertainment/Public Assembly, Other - Public Services, Restaurant, Urgent Care/Clinic/Other Outpatient",Other - Entertainment/Public Assembly,Other - Public Services,5561.0,Restaurant,5090.0,74.30000305,78,5,0.0,9.235315847801995e-05,2.2655299280404853
Nonresidential COS,Distribution Center,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63319,-122.36294,1.0,3,23040,0,Distribution Center,Distribution Center,Unknown,31733.045428599267,Unknown,12311.108329416667,20.5,104,1,0.0,0.00013020833333333333,3.7881203429859696
NonResidential,Other,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63286,-122.36141,1.0,2,36771,0,Other,Other,Unknown,31733.045428599267,Unknown,12311.108329416667,154.8999939,69,1,0.0,5.439068831416062e-05,3.6897148498193806
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.53104,-122.32784,1.0,1,24024,0,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,Other - Services,9710.0,Unknown,12311.108329416667,16.79999924,48,2,0.0,4.1625041625041625e-05,8.36351952313325
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.53326,-122.32579,1.0,1,42420,0,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,Other,10000.0,Office,5000.0,26.60000038,72,3,0.0,2.3573785950023575e-05,8.124361471995211
NonResidential,Distribution Center,98108.0,1,GREATER DUWAMISH,47.53379,-122.33063,1.0,1,36982,0,"Distribution Center, Office",Distribution Center,Office,2600.0,Unknown,12311.108329416667,11.0,46,2,0.0,2.7040181710021093e-05,8.052379865740944
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.53651,-122.32954,1.0,2,23400,0,"Non-Refrigerated Warehouse, Office, Parking",Non-Refrigerated Warehouse,Office,3374.0,Parking,0.0,19.5,61,3,0.0,8.547008547008547e-05,7.751553918885348
NonResidential,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62518,-122.35317,1.0,2,30720,0,"Office, Other, Parking",Other,Parking,1600.0,Office,1000.0,65.80000305,77,3,0.0,6.510416666666667e-05,2.635985526028176
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.56626,-122.3244,1.0,1,23232,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,5.5,53,1,0.0,4.304407713498623e-05,4.478514207351154
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.56501,-122.3248,1.0,1,35046,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,33.59999847,51,1,0.0,2.8533926839011585e-05,4.612726261646226
